USER_ID,TYPE,AMOUNT,CURRENCY,MERCHANT_COUNTRY,KYC,BIRTH_YEAR,COUNTRY,IS_FRAUD
demo-user-0522,P2P,15299,EUR,,PASSED,1989,PT,False
demo-user-0397,P2P,35768,EUR,,PASSED,1975,ES,False
demo-user-0277,CARD_PAYMENT,61141,GBP,USA,PASSED,1956,PT,False
demo-user-0258,CARD_PAYMENT,1298,GBP,ITA,PASSED,1957,PL,False
demo-user-0101,CARD_PAYMENT,76783,GBP,LTU,PASSED,1985,GB,False
demo-user-0652,ATM,19805,GBP,ESP,PENDING,1950,GB,False
demo-user-0608,ATM,8766,EUR,NLD,FAILED,1997,GB,False
demo-user-0126,CARD_PAYMENT,55669,EUR,ESP,FAILED,1999,IE,False
demo-user-0760,CARD_PAYMENT,72852,GBP,USA,PASSED,1990,PT,False
demo-user-0557,P2P,36840,EUR,,PASSED,1981,GB,False
demo-user-0616,P2P,20953,USD,,PASSED,1992,IE,False
demo-user-0673,CARD_PAYMENT,39185,GBP,IRL,PASSED,1954,ES,False
demo-user-0404,CARD_PAYMENT,62816,EUR,IRL,PASSED,1983,DE,False
demo-user-0467,TOPUP,134542,GBP,,PASSED,1972,PT,False
demo-user-0294,TOPUP,180431,GBP,,PASSED,1983,GB,False
demo-user-0764,CARD_PAYMENT,22674,EUR,GBR,PASSED,1970,GB,False
demo-user-0430,CARD_PAYMENT,25586,GBP,LTU,PASSED,1992,GB,False
demo-user-0551,CARD_PAYMENT,47469,GBP,NLD,PASSED,1994,DE,False
demo-user-0069,P2P,5547,EUR,,PASSED,1961,RO,False
demo-user-0003,CARD_PAYMENT,40794,PLN,POL,PENDING,1967,IE,False
demo-user-0460,TOPUP,39261,EUR,,PENDING,1976,IE,False
demo-user-0052,CARD_PAYMENT,45262,GBP,POL,PENDING,1963,LT,False
demo-user-0452,CARD_PAYMENT,53247,USD,IRL,PASSED,1966,PT,False
demo-user-0055,CARD_PAYMENT,9008,EUR,GBR,NONE,1981,FR,False
demo-user-0145,CARD_PAYMENT,48155,GBP,FRA,FAILED,1971,GB,False
demo-user-0683,ATM,12791,GBP,GBR,PASSED,1955,GB,False
demo-user-0134,CARD_PAYMENT,17783,USD,DEU,PASSED,1958,GB,False
demo-user-0077,CARD_PAYMENT,35038,PLN,ITA,PASSED,1992,GB,False
demo-user-0426,CARD_PAYMENT,42880,GBP,LTU,PASSED,1999,PL,False
demo-user-0433,CARD_PAYMENT,32645,EUR,GBR,NONE,1974,ES,False
demo-user-0190,ATM,10607,GBP,GBR,PASSED,1986,FR,False
demo-user-0574,CARD_PAYMENT,39436,GBP,ESP,PASSED,1975,GB,False
demo-user-0650,CARD_PAYMENT,83432,PLN,FRA,PASSED,1994,DE,False
demo-user-0514,CARD_PAYMENT,20852,GBP,LTU,PASSED,1959,GB,False
demo-user-0136,CARD_PAYMENT,59159,USD,LTU,NONE,1996,PT,False
demo-user-0342,TOPUP,33549,GBP,,NONE,1965,RO,False
demo-user-0750,CARD_PAYMENT,47460,PLN,USA,PASSED,1952,FR,False
demo-user-0121,P2P,22040,EUR,,FAILED,1995,DE,False
demo-user-0162,CARD_PAYMENT,18896,GBP,DEU,PASSED,1986,DE,False
demo-user-0752,CARD_PAYMENT,1320,GBP,USA,PASSED,1961,LT,False
demo-user-0135,CARD_PAYMENT,56319,GBP,NLD,PASSED,1987,FR,False
demo-user-0224,CARD_PAYMENT,7399,GBP,NLD,PASSED,1986,GB,False
demo-user-0122,CARD_PAYMENT,87296,GBP,USA,PASSED,1970,PL,False
demo-user-0522,TOPUP,100603,GBP,,PASSED,1989,PT,False
demo-user-0242,CARD_PAYMENT,57107,PLN,GBR,PASSED,1972,RO,False
demo-user-0295,CARD_PAYMENT,31487,EUR,LTU,PASSED,1958,LT,False
demo-user-0574,CARD_PAYMENT,2543,GBP,GBR,PASSED,1975,GB,False
demo-user-0157,CARD_PAYMENT,12515,PLN,ESP,PASSED,1969,GB,False
demo-user-0405,P2P,10223,EUR,,PASSED,1985,DE,False
demo-user-0264,TOPUP,85345,GBP,,FAILED,1986,LT,False
demo-user-0127,CARD_PAYMENT,82201,USD,ESP,PASSED,1953,FR,False
demo-user-0003,CARD_PAYMENT,25354,PLN,IRL,PENDING,1967,IE,False
demo-user-0617,CARD_PAYMENT,71886,GBP,USA,FAILED,1975,FR,False
demo-user-0083,CARD_PAYMENT,51009,USD,USA,FAILED,1999,PT,False
demo-user-0611,TOPUP,183406,EUR,,PASSED,1971,IE,False
demo-user-0763,CARD_PAYMENT,39987,GBP,GBR,PASSED,1981,RO,False
demo-user-0077,TOPUP,136793,PLN,,PASSED,1992,GB,False
demo-user-0132,CARD_PAYMENT,83013,GBP,GBR,NONE,1983,DE,False
demo-user-0303,P2P,34238,GBP,,PASSED,1959,ES,False
demo-user-0796,P2P,23343,GBP,,PASSED,1959,DE,False
demo-user-0175,CARD_PAYMENT,79639,USD,GBR,PASSED,1967,PT,False
demo-user-0223,CARD_PAYMENT,75514,GBP,GBR,NONE,1968,GB,False
demo-user-0077,CARD_PAYMENT,56942,EUR,ESP,PASSED,1992,GB,False
demo-user-0589,P2P,4716,GBP,,PASSED,1988,PL,False
demo-user-0268,CARD_PAYMENT,17405,GBP,USA,PENDING,1974,FR,False
demo-user-0449,P2P,30317,EUR,,PASSED,1974,PL,False
demo-user-0460,CARD_PAYMENT,71263,GBP,ITA,PENDING,1976,IE,False
demo-user-0186,CARD_PAYMENT,20800,GBP,ESP,PASSED,1988,IE,False
demo-user-0173,TOPUP,74988,USD,,FAILED,1972,ES,False
demo-user-0295,CARD_PAYMENT,57824,GBP,IRL,PASSED,1958,LT,False
demo-user-0498,P2P,10602,GBP,,PASSED,1981,IE,False
demo-user-0443,P2P,26735,GBP,,FAILED,1954,GB,False
demo-user-0074,CARD_PAYMENT,45325,GBP,DEU,FAILED,1977,GB,False
demo-user-0632,ATM,9766,EUR,IRL,NONE,1993,ES,False
demo-user-0331,TOPUP,140620,GBP,,FAILED,1970,IE,False
demo-user-0575,CARD_PAYMENT,12900,GBP,USA,PASSED,1964,GB,False
demo-user-0782,ATM,15927,USD,IRL,PASSED,1969,RO,False
demo-user-0726,ATM,5592,GBP,FRA,NONE,1957,RO,False
demo-user-0622,BANK_TRANSFER,89640,GBP,,PASSED,1997,PT,False
demo-user-0018,TOPUP,85646,EUR,,PENDING,1952,ES,False
demo-user-0246,CARD_PAYMENT,28113,PLN,FRA,PASSED,1965,GB,False
demo-user-0422,TOPUP,117368,EUR,,PASSED,1966,LT,False
demo-user-0127,CARD_PAYMENT,78370,EUR,POL,PASSED,1953,FR,False
demo-user-0712,CARD_PAYMENT,37074,USD,DEU,PASSED,1983,GB,False
demo-user-0757,CARD_PAYMENT,24745,EUR,GBR,PASSED,1985,LT,False
demo-user-0391,CARD_PAYMENT,65319,USD,POL,PASSED,1973,RO,False
demo-user-0149,TOPUP,68033,GBP,,PASSED,1991,PT,False
demo-user-0220,CARD_PAYMENT,30545,USD,USA,PASSED,1986,DE,False
demo-user-0715,TOPUP,154207,PLN,,NONE,1993,FR,False
demo-user-0486,CARD_PAYMENT,79987,PLN,DEU,PASSED,1973,GB,False
demo-user-0730,TOPUP,17912,GBP,,PENDING,1992,GB,False
demo-user-0239,CARD_PAYMENT,22670,USD,NLD,PASSED,1993,GB,False
demo-user-0154,P2P,17362,USD,,PASSED,1958,PL,False
demo-user-0175,TOPUP,134599,EUR,,PASSED,1967,PT,False
demo-user-0707,CARD_PAYMENT,179,EUR,FRA,PASSED,1961,LT,False
demo-user-0069,CARD_PAYMENT,26210,PLN,LTU,PASSED,1961,RO,False
demo-user-0211,CARD_PAYMENT,77650,EUR,ESP,PASSED,1983,GB,False
demo-user-0581,CARD_PAYMENT,45049,USD,POL,PASSED,1978,GB,False
demo-user-0759,CARD_PAYMENT,24938,GBP,LTU,PASSED,1990,ES,False
demo-user-0539,ATM,13030,EUR,IRL,PENDING,1985,FR,False
demo-user-0119,TOPUP,47588,PLN,,PASSED,1957,IE,False
demo-user-0592,CARD_PAYMENT,54902,GBP,NLD,PENDING,1982,PL,False
demo-user-0075,TOPUP,127884,GBP,,PASSED,1979,DE,False
demo-user-0241,CARD_PAYMENT,44296,EUR,POL,PASSED,1978,RO,False
demo-user-0411,ATM,18245,GBP,NLD,PASSED,1974,DE,False
demo-user-0284,ATM,13553,EUR,DEU,PASSED,1976,GB,False
demo-user-0121,ATM,3035,PLN,IRL,FAILED,1995,DE,False
demo-user-0109,CARD_PAYMENT,64570,USD,ITA,NONE,1981,ES,False
demo-user-0347,CARD_PAYMENT,24580,GBP,DEU,PASSED,1970,GB,False
demo-user-0014,CARD_PAYMENT,25604,EUR,ITA,FAILED,1961,GB,False
demo-user-0601,CARD_PAYMENT,74229,GBP,FRA,NONE,1995,PT,False
demo-user-0687,CARD_PAYMENT,49968,EUR,LTU,FAILED,1989,ES,False
demo-user-0217,ATM,8758,GBP,LTU,PASSED,1995,ES,False
demo-user-0118,P2P,6596,GBP,,PASSED,1971,PT,False
demo-user-0125,CARD_PAYMENT,27222,PLN,NLD,PASSED,1984,ES,False
demo-user-0746,CARD_PAYMENT,70646,EUR,GBR,PASSED,1954,RO,False
demo-user-0121,CARD_PAYMENT,21724,EUR,GBR,FAILED,1995,DE,False
demo-user-0578,P2P,36742,GBP,,PASSED,1964,PL,False
demo-user-0558,TOPUP,174261,EUR,,NONE,1962,LT,False
demo-user-0327,CARD_PAYMENT,33005,GBP,POL,NONE,1994,GB,False
demo-user-0017,CARD_PAYMENT,3647,EUR,GBR,PASSED,1950,DE,False
demo-user-0562,CARD_PAYMENT,71485,EUR,ESP,PASSED,1958,LT,False
demo-user-0561,BANK_TRANSFER,140520,EUR,,PASSED,1963,LT,False
demo-user-0593,CARD_PAYMENT,31372,EUR,POL,PENDING,1984,GB,False
demo-user-0137,CARD_PAYMENT,48460,EUR,FRA,FAILED,1962,RO,False
demo-user-0308,CARD_PAYMENT,83277,USD,GBR,PASSED,1954,PL,False
demo-user-0480,CARD_PAYMENT,84102,GBP,GBR,NONE,1964,ES,False
demo-user-0020,TOPUP,98710,USD,,NONE,1975,RO,False
demo-user-0106,TOPUP,20050,GBP,,PASSED,1960,FR,False
demo-user-0444,TOPUP,72191,EUR,,PASSED,1952,RO,False
demo-user-0475,ATM,13065,PLN,USA,PASSED,1957,PT,False
demo-user-0414,TOPUP,195481,USD,,FAILED,1963,PT,False
demo-user-0281,CARD_PAYMENT,9388,GBP,POL,PASSED,1996,DE,False
demo-user-0161,ATM,8280,EUR,NLD,PASSED,1950,RO,False
demo-user-0051,CARD_PAYMENT,51607,GBP,FRA,PASSED,1980,GB,False
demo-user-0359,CARD_PAYMENT,7463,GBP,LTU,FAILED,1951,FR,False
demo-user-0248,CARD_PAYMENT,48140,PLN,IRL,PASSED,1957,ES,False
demo-user-0080,CARD_PAYMENT,74519,EUR,NLD,PASSED,1980,FR,False
demo-user-0033,CARD_PAYMENT,12745,USD,GBR,PASSED,1979,DE,False
demo-user-0402,P2P,12139,USD,,PASSED,1967,LT,False
demo-user-0471,CARD_PAYMENT,23978,GBP,LTU,PENDING,1986,PL,False
demo-user-0306,TOPUP,63371,USD,,PENDING,1958,GB,False
demo-user-0097,CARD_PAYMENT,23307,EUR,ITA,FAILED,1974,GB,False
demo-user-0793,CARD_PAYMENT,67653,USD,GBR,PASSED,1974,LT,False
demo-user-0495,CARD_PAYMENT,22833,EUR,NLD,PENDING,1977,FR,False
demo-user-0306,CARD_PAYMENT,88165,GBP,GBR,PENDING,1958,GB,False
demo-user-0223,P2P,37887,GBP,,NONE,1968,GB,False
demo-user-0083,CARD_PAYMENT,7855,GBP,POL,FAILED,1999,PT,False
demo-user-0610,CARD_PAYMENT,48274,PLN,POL,PASSED,1953,LT,False
demo-user-0398,P2P,616,EUR,,PASSED,1962,GB,False
demo-user-0414,TOPUP,167469,GBP,,FAILED,1963,PT,False
demo-user-0235,P2P,12135,GBP,,PASSED,1968,ES,False
demo-user-0384,CARD_PAYMENT,66345,GBP,IRL,PASSED,1980,PL,False
demo-user-0130,CARD_PAYMENT,77517,PLN,ITA,NONE,1983,RO,False
demo-user-0342,CARD_PAYMENT,75089,PLN,USA,NONE,1965,RO,False
demo-user-0627,CARD_PAYMENT,52235,PLN,GBR,PASSED,1961,IE,False
demo-user-0661,CARD_PAYMENT,858,GBP,DEU,PASSED,1979,RO,False
demo-user-0795,CARD_PAYMENT,57717,EUR,LTU,PASSED,1973,GB,False
demo-user-0422,P2P,24064,GBP,,PASSED,1966,LT,False
demo-user-0083,CARD_PAYMENT,47840,EUR,LTU,FAILED,1999,PT,False
demo-user-0795,TOPUP,195480,EUR,,PASSED,1973,GB,False
demo-user-0141,CARD_PAYMENT,14428,PLN,GBR,PENDING,1985,PT,False
demo-user-0752,P2P,33389,USD,,PASSED,1961,LT,False
demo-user-0417,CARD_PAYMENT,46187,USD,LTU,PASSED,1999,LT,False
demo-user-0672,CARD_PAYMENT,49007,GBP,LTU,PASSED,1957,GB,False
demo-user-0212,CARD_PAYMENT,72883,USD,ESP,PASSED,1996,RO,False
demo-user-0261,CARD_PAYMENT,57481,GBP,USA,FAILED,1991,GB,False
demo-user-0628,TOPUP,141524,GBP,,PASSED,1992,GB,False
demo-user-0333,ATM,2484,GBP,USA,FAILED,1990,ES,False
demo-user-0299,P2P,16115,GBP,,PASSED,1970,RO,False
demo-user-0033,CARD_PAYMENT,18132,EUR,LTU,PASSED,1979,DE,False
demo-user-0475,CARD_PAYMENT,60245,USD,FRA,PASSED,1957,PT,False
demo-user-0773,CARD_PAYMENT,32254,EUR,GBR,PASSED,1996,FR,False
demo-user-0728,CARD_PAYMENT,78869,PLN,GBR,NONE,1995,IE,False
demo-user-0113,TOPUP,167933,EUR,,NONE,1988,ES,False
demo-user-0036,TOPUP,31975,GBP,,PASSED,1967,DE,False
demo-user-0493,CARD_PAYMENT,334,EUR,LTU,PENDING,1962,PL,False
demo-user-0427,CARD_PAYMENT,44193,USD,POL,PASSED,1998,GB,False
demo-user-0394,CARD_PAYMENT,67102,GBP,DEU,PASSED,1951,LT,False
demo-user-0183,BANK_TRANSFER,51368,PLN,,PASSED,1952,PL,False
demo-user-0319,ATM,16904,USD,LTU,PASSED,1995,RO,False
demo-user-0463,CARD_PAYMENT,73975,EUR,USA,PASSED,1964,LT,False
demo-user-0621,BANK_TRANSFER,40027,GBP,,PASSED,1997,FR,False
demo-user-0009,CARD_PAYMENT,50827,GBP,GBR,NONE,1971,GB,False
demo-user-0700,CARD_PAYMENT,43271,PLN,ITA,PENDING,1963,RO,False
demo-user-0539,P2P,15050,PLN,,PENDING,1985,FR,False
demo-user-0236,CARD_PAYMENT,73836,GBP,LTU,PASSED,1964,IE,False
demo-user-0753,CARD_PAYMENT,11702,EUR,USA,PASSED,1976,FR,False
demo-user-0204,CARD_PAYMENT,75540,USD,DEU,PASSED,1997,GB,False
demo-user-0116,ATM,12853,PLN,GBR,PENDING,1972,PL,False
demo-user-0648,ATM,2287,EUR,GBR,PASSED,1965,GB,False
demo-user-0750,P2P,7897,PLN,,PASSED,1952,FR,False
demo-user-0088,ATM,17298,GBP,FRA,PENDING,1992,GB,False
demo-user-0418,CARD_PAYMENT,68915,GBP,IRL,FAILED,1983,FR,False
demo-user-0207,CARD_PAYMENT,43438,EUR,GBR,PASSED,1977,GB,False
demo-user-0668,CARD_PAYMENT,41081,GBP,IRL,PENDING,1998,FR,False
demo-user-0749,TOPUP,100948,USD,,PASSED,1987,PT,False
demo-user-0461,TOPUP,151042,GBP,,PASSED,1996,GB,False
demo-user-0572,CARD_PAYMENT,33504,GBP,NLD,NONE,1975,ES,False
demo-user-0303,TOPUP,183149,GBP,,PASSED,1959,ES,False
demo-user-0291,CARD_PAYMENT,31673,GBP,FRA,PASSED,1988,GB,False
demo-user-0263,CARD_PAYMENT,52960,USD,ESP,PASSED,1968,GB,False
demo-user-0523,TOPUP,32926,EUR,,PASSED,1994,IE,False
demo-user-0077,CARD_PAYMENT,62923,GBP,USA,PASSED,1992,GB,False
demo-user-0449,CARD_PAYMENT,77739,PLN,GBR,PASSED,1974,PL,False
demo-user-0603,P2P,2014,GBP,,PASSED,1984,LT,False
demo-user-0269,CARD_PAYMENT,37753,GBP,LTU,FAILED,1958,GB,False
demo-user-0759,CARD_PAYMENT,760,GBP,GBR,PASSED,1990,ES,False
demo-user-0306,CARD_PAYMENT,61329,EUR,GBR,PENDING,1958,GB,False
demo-user-0564,CARD_PAYMENT,21162,PLN,USA,PASSED,1985,LT,False
demo-user-0222,CARD_PAYMENT,65889,USD,USA,PASSED,1974,PL,False
demo-user-0401,TOPUP,6387,USD,,PENDING,1990,GB,False
demo-user-0035,CARD_PAYMENT,56771,USD,IRL,PASSED,1958,PL,False
demo-user-0578,CARD_PAYMENT,39932,GBP,GBR,PASSED,1964,PL,False
demo-user-0786,CARD_PAYMENT,46960,GBP,LTU,FAILED,1959,GB,False
demo-user-0010,CARD_PAYMENT,4165,GBP,ITA,PASSED,1991,LT,False
demo-user-0553,CARD_PAYMENT,33475,GBP,GBR,PASSED,1970,LT,False
demo-user-0175,P2P,15984,PLN,,PASSED,1967,PT,False
demo-user-0239,CARD_PAYMENT,70832,GBP,NLD,PASSED,1993,GB,False
demo-user-0008,CARD_PAYMENT,89085,USD,POL,NONE,1961,PT,False
demo-user-0616,CARD_PAYMENT,51401,GBP,POL,PASSED,1992,IE,False
demo-user-0561,CARD_PAYMENT,11614,GBP,LTU,PASSED,1963,LT,False
demo-user-0545,CARD_PAYMENT,89803,USD,POL,PASSED,1961,GB,False
demo-user-0122,TOPUP,29626,EUR,,PASSED,1970,PL,False
demo-user-0325,P2P,2740,PLN,,PASSED,1995,GB,False
demo-user-0028,CARD_PAYMENT,84774,EUR,GBR,PASSED,1987,IE,False
demo-user-0493,CARD_PAYMENT,73216,GBP,USA,PENDING,1962,PL,False
demo-user-0398,CARD_PAYMENT,50599,EUR,LTU,PASSED,1962,GB,False
demo-user-0176,BANK_TRANSFER,48098,EUR,,PENDING,1973,GB,False
demo-user-0210,CARD_PAYMENT,8299,USD,GBR,NONE,1956,FR,False
demo-user-0563,CARD_PAYMENT,57176,EUR,DEU,PASSED,1999,RO,False
demo-user-0337,CARD_PAYMENT,3559,EUR,POL,PASSED,1978,RO,False
demo-user-0408,BANK_TRANSFER,71562,PLN,,FAILED,1972,GB,False
demo-user-0417,TOPUP,181345,EUR,,PASSED,1999,LT,False
demo-user-0312,CARD_PAYMENT,28499,EUR,FRA,PENDING,1990,RO,False
demo-user-0164,TOPUP,166801,GBP,,FAILED,1982,GB,False
demo-user-0588,P2P,28103,USD,,PASSED,1994,FR,False
demo-user-0736,CARD_PAYMENT,16889,EUR,NLD,PASSED,1992,PL,False
demo-user-0058,TOPUP,119101,PLN,,PASSED,1954,GB,False
demo-user-0489,TOPUP,89000,GBP,,PENDING,1957,GB,False
demo-user-0762,TOPUP,91523,EUR,,PASSED,1952,GB,False
demo-user-0387,ATM,20436,USD,NLD,PASSED,1984,LT,False
demo-user-0372,CARD_PAYMENT,45128,GBP,LTU,PASSED,1981,GB,False
demo-user-0759,P2P,1365,USD,,PASSED,1990,ES,False
demo-user-0705,CARD_PAYMENT,2079,GBP,GBR,PASSED,1972,PT,False
demo-user-0005,CARD_PAYMENT,18160,EUR,GBR,PASSED,1984,GB,False
demo-user-0520,CARD_PAYMENT,19893,EUR,FRA,FAILED,1984,GB,False
demo-user-0221,CARD_PAYMENT,34036,GBP,LTU,NONE,1968,GB,False
demo-user-0282,TOPUP,7502,GBP,,PENDING,1992,PT,False
demo-user-0534,TOPUP,43014,USD,,NONE,1986,DE,False
demo-user-0066,ATM,9579,PLN,NLD,PASSED,1964,PT,False
demo-user-0123,TOPUP,161358,GBP,,PASSED,1991,GB,False
demo-user-0457,P2P,7950,EUR,,NONE,1964,PL,False
demo-user-0498,P2P,20914,GBP,,PASSED,1981,IE,False
demo-user-0439,P2P,29757,GBP,,PENDING,1951,PL,False
demo-user-0308,TOPUP,161952,GBP,,PASSED,1954,PL,False
demo-user-0686,P2P,29088,EUR,,NONE,1974,GB,False
demo-user-0093,P2P,25468,GBP,,FAILED,1986,GB,False
demo-user-0346,CARD_PAYMENT,81839,GBP,FRA,PASSED,1995,GB,False
demo-user-0131,CARD_PAYMENT,47211,GBP,ESP,FAILED,1984,RO,False
demo-user-0735,CARD_PAYMENT,34352,GBP,FRA,PASSED,1970,FR,False
demo-user-0356,TOPUP,81882,PLN,,PASSED,1986,GB,False
demo-user-0578,TOPUP,92141,GBP,,PASSED,1964,PL,False
demo-user-0486,CARD_PAYMENT,61596,PLN,USA,PASSED,1973,GB,False
demo-user-0224,CARD_PAYMENT,82874,USD,FRA,PASSED,1986,GB,False
demo-user-0775,P2P,24033,GBP,,PASSED,1973,RO,False
demo-user-0207,CARD_PAYMENT,61238,GBP,GBR,PASSED,1977,GB,False
demo-user-0421,CARD_PAYMENT,42015,GBP,POL,PASSED,1955,LT,False
demo-user-0013,CARD_PAYMENT,36969,GBP,ESP,NONE,1997,GB,False
demo-user-0222,CARD_PAYMENT,17687,EUR,POL,PASSED,1974,PL,False
demo-user-0443,CARD_PAYMENT,65905,EUR,ITA,FAILED,1954,GB,False
demo-user-0188,TOPUP,28510,USD,,PASSED,1978,GB,False
demo-user-0374,P2P,11707,GBP,,PASSED,1997,GB,False
demo-user-0008,CARD_PAYMENT,38693,GBP,GBR,NONE,1961,PT,False
demo-user-0722,CARD_PAYMENT,19897,EUR,POL,PASSED,1973,IE,False
demo-user-0625,CARD_PAYMENT,52976,GBP,USA,PENDING,1978,GB,False
demo-user-0260,CARD_PAYMENT,73543,PLN,LTU,PASSED,1997,FR,False
demo-user-0342,CARD_PAYMENT,25424,GBP,ESP,NONE,1965,RO,False
demo-user-0055,TOPUP,153658,EUR,,NONE,1981,FR,False
demo-user-0702,BANK_TRANSFER,72452,GBP,,NONE,1975,DE,False
demo-user-0150,CARD_PAYMENT,32210,GBP,NLD,PASSED,1998,GB,False
demo-user-0751,CARD_PAYMENT,89743,GBP,USA,PASSED,1967,FR,False
demo-user-0475,CARD_PAYMENT,77102,GBP,ITA,PASSED,1957,PT,False
demo-user-0367,CARD_PAYMENT,39761,PLN,LTU,PASSED,1997,RO,False
demo-user-0373,CARD_PAYMENT,49421,PLN,POL,PENDING,1971,FR,False
demo-user-0137,CARD_PAYMENT,83915,GBP,POL,FAILED,1962,RO,False
demo-user-0429,TOPUP,170425,USD,,PASSED,1976,GB,False
demo-user-0192,CARD_PAYMENT,61472,GBP,LTU,PASSED,1978,IE,False
demo-user-0772,TOPUP,100747,EUR,,PASSED,1973,GB,False
demo-user-0184,TOPUP,190108,GBP,,PASSED,1990,FR,False
demo-user-0419,P2P,11729,PLN,,PASSED,1987,GB,False
demo-user-0482,CARD_PAYMENT,44126,EUR,GBR,PASSED,1965,RO,False
demo-user-0165,TOPUP,30821,PLN,,PASSED,1979,FR,False
demo-user-0011,P2P,11943,EUR,,PASSED,1967,GB,False
demo-user-0687,CARD_PAYMENT,32427,GBP,ITA,FAILED,1989,ES,False
demo-user-0674,P2P,8302,USD,,PASSED,1978,PT,False
demo-user-0511,TOPUP,75642,USD,,NONE,1992,IE,False
demo-user-0535,P2P,9124,EUR,,PASSED,1958,PL,False
demo-user-0491,TOPUP,77117,GBP,,NONE,1974,ES,False
demo-user-0674,P2P,4137,GBP,,PASSED,1978,PT,False
demo-user-0030,TOPUP,193776,USD,,PASSED,1970,DE,False
demo-user-0738,TOPUP,99150,GBP,,PASSED,1957,ES,False
demo-user-0595,CARD_PAYMENT,38934,GBP,USA,PENDING,1991,PL,False
demo-user-0719,TOPUP,104584,GBP,,PENDING,1981,RO,False
demo-user-0765,CARD_PAYMENT,20797,EUR,GBR,PASSED,1961,LT,False
demo-user-0069,BANK_TRANSFER,142173,USD,,PASSED,1961,RO,False
demo-user-0016,P2P,36055,EUR,,PASSED,1985,LT,False
demo-user-0024,CARD_PAYMENT,76808,USD,IRL,PASSED,1973,FR,False
demo-user-0614,CARD_PAYMENT,88657,GBP,GBR,PENDING,1987,IE,False
demo-user-0517,CARD_PAYMENT,72635,EUR,FRA,PASSED,1950,GB,False
demo-user-0047,CARD_PAYMENT,69829,USD,DEU,PASSED,1973,RO,False
demo-user-0698,CARD_PAYMENT,7033,EUR,ESP,NONE,1986,IE,False
demo-user-0376,ATM,17902,GBP,FRA,FAILED,1989,GB,False
demo-user-0729,TOPUP,77772,EUR,,PASSED,1974,GB,False
demo-user-0390,CARD_PAYMENT,43353,USD,NLD,NONE,1985,ES,False
demo-user-0439,TOPUP,79853,GBP,,PENDING,1951,PL,False
demo-user-0765,P2P,21414,GBP,,PASSED,1961,LT,False
demo-user-0643,TOPUP,72526,GBP,,PASSED,1973,GB,False
demo-user-0444,TOPUP,48053,GBP,,PASSED,1952,RO,False
demo-user-0715,TOPUP,105681,EUR,,NONE,1993,FR,False
demo-user-0002,CARD_PAYMENT,37045,USD,ITA,PASSED,1989,RO,False
demo-user-0566,CARD_PAYMENT,7054,EUR,ESP,PASSED,1958,GB,False
demo-user-0127,CARD_PAYMENT,926,GBP,DEU,PASSED,1953,FR,False
demo-user-0688,CARD_PAYMENT,80063,USD,USA,FAILED,1978,IE,False
demo-user-0291,ATM,19373,PLN,GBR,PASSED,1988,GB,False
demo-user-0515,CARD_PAYMENT,28411,GBP,LTU,PENDING,1982,ES,False
demo-user-0015,CARD_PAYMENT,11044,GBP,LTU,PASSED,1974,PL,False
demo-user-0495,CARD_PAYMENT,63354,EUR,IRL,PENDING,1977,FR,False
demo-user-0733,TOPUP,189527,EUR,,PASSED,1974,GB,False
